file, time
valley_oak0.jpg, 0.001692
valley_oak1.jpg, 0.002433
valley_oak100.jpg, 0.003242
valley_oak101.jpg, 0.003672
valley_oak102.jpg, 0.003676
valley_oak103.jpg, 0.003733
valley_oak104.jpg, 0.001537
valley_oak105.jpg, 0.001585
valley_oak106.jpg, 0.000840
valley_oak107.jpg, 0.000943
valley_oak108.jpg, 0.028422
valley_oak109.jpg, 0.024487
valley_oak11.jpg, 0.002986
valley_oak110.jpg, 0.024506
valley_oak112.jpg, 0.035171
valley_oak113.jpg, 0.010454
valley_oak114.jpg, 0.010563
valley_oak115.jpg, 0.010758
valley_oak116.jpg, 0.013763
valley_oak117.jpg, 0.001628
valley_oak14.jpg, 0.005495
valley_oak16.jpg, 0.004719
valley_oak17.jpg, 0.004829
valley_oak21.jpg, 0.002354
valley_oak23.jpg, 0.003833
valley_oak25.jpg, 0.021226
valley_oak26.jpg, 0.024994
valley_oak27.jpg, 0.026743
valley_oak28.jpg, 0.020314
valley_oak29.jpg, 0.029270
valley_oak3.jpg, 0.003711
valley_oak31.jpg, 0.023445
valley_oak32.jpg, 0.037498
valley_oak33.jpg, 0.034972
valley_oak34.jpg, 0.034891
valley_oak36.jpg, 0.039381
valley_oak37.jpg, 0.043396
valley_oak38.jpg, 0.044816
valley_oak39.jpg, 0.043650
valley_oak4.jpg, 0.003410
valley_oak40.jpg, 0.043716
valley_oak41.jpg, 0.043838
valley_oak42.jpg, 0.049166
valley_oak43.jpg, 0.043755
valley_oak44.jpg, 0.041119
valley_oak45.jpg, 0.036511
valley_oak46.jpg, 0.035815
valley_oak47.jpg, 0.037682
valley_oak48.jpg, 0.021924
valley_oak49.jpg, 0.001538
valley_oak5.jpg, 0.005147
valley_oak51.jpg, 0.003528
valley_oak53.jpg, 0.005463
valley_oak54.jpg, 0.004142
valley_oak55.jpg, 0.003593
valley_oak56.jpg, 0.003472
valley_oak57.jpg, 0.003636
valley_oak58.jpg, 0.003741
valley_oak6.jpg, 0.002295
valley_oak61.jpg, 0.002454
valley_oak62.jpg, 0.003843
valley_oak63.jpg, 0.003757
valley_oak64.jpg, 0.002651
valley_oak65.jpg, 0.002169
valley_oak66.jpg, 0.003798
valley_oak67.jpg, 0.003634
valley_oak68.jpg, 0.004103
valley_oak69.jpg, 0.003805
valley_oak70.jpg, 0.003739
valley_oak71.jpg, 0.002376
valley_oak72.jpg, 0.003760
valley_oak73.jpg, 0.003686
valley_oak74.jpg, 0.019840
valley_oak76.jpg, 0.018365
valley_oak77.jpg, 0.035845
valley_oak78.jpg, 0.030334
valley_oak79.jpg, 0.029616
valley_oak80.jpg, 0.031282
valley_oak81.jpg, 0.056715
valley_oak82.jpg, 0.050611
valley_oak83.jpg, 0.031854
valley_oak85.jpg, 0.042934
valley_oak86.jpg, 0.057063
valley_oak87.jpg, 0.052576
valley_oak88.jpg, 0.010297
valley_oak91.jpg, 0.033519
valley_oak92.jpg, 0.029892
valley_oak93.jpg, 0.031284
valley_oak94.jpg, 0.027232
valley_oak95.jpg, 0.033701
valley_oak96.jpg, 0.030832
valley_oak97.jpg, 0.034475
valley_oak98.jpg, 0.001631
valley_oak99.jpg, 0.003504
